iter	MultiClass
0	1.147295683
1	0.977629791
2	0.8449067349
3	0.7395893287
4	0.6532341525
5	0.5813612535
6	0.5198515135
7	0.4658327837
8	0.4194005865
9	0.3789702762
10	0.3432430263
11	0.3124421797
12	0.2838406476
13	0.2588903208
14	0.2361166481
15	0.2158188689
16	0.1977559584
17	0.1813999067
18	0.1665779238
19	0.1533182855
20	0.1415405372
21	0.130623611
22	0.1210942499
23	0.1122086475
24	0.104025507
25	0.09692539233
26	0.09027632715
27	0.08418530174
28	0.0785066219
29	0.07350137615
30	0.06866112908
31	0.06460824755
32	0.06071091876
33	0.05703056436
34	0.05380481147
35	0.05077337806
36	0.04802854197
37	0.04572358489
38	0.04340173774
39	0.04127596074
40	0.03913127201
41	0.03720038144
42	0.03551383494
43	0.03385301807
44	0.03233122279
45	0.03093279101
46	0.02979240932
47	0.02879524743
48	0.02788149017
49	0.02691125282
50	0.02602682648
51	0.02523253755
52	0.02450441186
53	0.02386293189
54	0.02330630314
55	0.02298550393
56	0.02235961405
57	0.02187472054
58	0.02127224858
59	0.02078141535
60	0.02031921478
61	0.01992170115
62	0.01964234008
63	0.01928769498
64	0.01925767358
65	0.01920731744
66	0.01899120056
67	0.01896194976
68	0.01853947044
69	0.01852106098
70	0.01815887933
71	0.01780358264
72	0.01778965254
73	0.01744213678
74	0.01712194115
75	0.01708314256
76	0.01680239825
77	0.01649836494
78	0.01637176525
79	0.01622453995
80	0.0159616919
81	0.01585714242
82	0.01584647354
83	0.01583485586
84	0.01556773705
85	0.01531539618
86	0.01530396155
87	0.0152004823
88	0.01498510837
89	0.01484740586
90	0.01477351917
91	0.01476469103
92	0.01456305102
93	0.01440559746
94	0.01431883922
95	0.01429576266
96	0.01428630709
97	0.01421365895
98	0.01418464062
99	0.01413810423
100	0.01402121009
101	0.01386120418
102	0.0136221171
103	0.01360966962
104	0.01360149689
105	0.01346033769
106	0.01332464511
107	0.01331741431
108	0.01319607801
109	0.01306021197
110	0.01291022037
111	0.01276838643
112	0.01276028708
113	0.01275335085
114	0.01272963075
115	0.01260293626
116	0.01251290749
117	0.01236556126
118	0.01230215473
119	0.01228412247
120	0.01220260907
121	0.01211759003
122	0.0119857635
123	0.01197772785
124	0.01188021823
125	0.01187400231
126	0.01186820518
127	0.01173273242
128	0.01169682697
129	0.01163508463
130	0.01161190454
131	0.01155233613
132	0.01138520541
133	0.01127801564
134	0.01118923044
135	0.01110038861
136	0.01107552145
137	0.01106234367
138	0.01100685112
139	0.01100122389
140	0.01099602633
141	0.0109911263
142	0.01096052709
143	0.01092804579
144	0.01092287514
145	0.0109105779
146	0.01087467703
147	0.0108640489
148	0.01086017159
149	0.01078529563
150	0.01064505991
151	0.01056772326
152	0.01051900456
153	0.01047684272
154	0.01036661769
155	0.01031650339
156	0.01021956621
157	0.01021525666
158	0.01021120162
159	0.01020716114
160	0.01020352244
161	0.01020005034
162	0.01019671225
163	0.01014689146
164	0.01014414428
165	0.01013707641
166	0.0101345573
167	0.01008750252
168	0.01008473433
169	0.0100821498
170	0.01007917924
171	0.01001080046
172	0.009851554498
173	0.009848775617
174	0.00974717595
175	0.009744190801
176	0.009713370878
177	0.009669022015
178	0.009666584756
179	0.009664299196
180	0.0096618657
181	0.009659525983
182	0.009581417547
183	0.009578962341
184	0.009576657187
185	0.009547634795
186	0.009473515792
187	0.009352319064
188	0.009349921611
189	0.009347345642
190	0.009260874825
191	0.009258556145
192	0.009256327953
193	0.009254374061
194	0.009168297787
195	0.009161409194
196	0.009131065546
197	0.009061846765
198	0.009059753414
199	0.009034494519
200	0.009032418147
201	0.009030543064
202	0.009028840072
203	0.008966197062
204	0.008964486368
205	0.008855501901
206	0.008853678367
207	0.008851919524
208	0.008796383605
209	0.008794671305
210	0.008793228321
211	0.008746170752
212	0.008745379729
213	0.008739634276
214	0.00867361942
215	0.008646076657
216	0.008558062603
217	0.008477727701
218	0.008471497127
219	0.008469586089
220	0.008467610854
221	0.008353863098
222	0.008329344574
223	0.008327661635
224	0.008266174334
225	0.008264536425
226	0.008192610117
227	0.008109951802
228	0.008108062155
229	0.008106415404
230	0.008045802889
231	0.007992021487
232	0.007945623894
233	0.007869665626
234	0.007856474257
235	0.00779464223
236	0.007792682588
237	0.007758604376
238	0.007730764654
239	0.00765622807
240	0.007595721114
241	0.007593914246
242	0.00759225005
243	0.007554098762
244	0.007526058786
245	0.007460871463
246	0.007403852328
247	0.007401866107
248	0.007381191431
249	0.007345583348
250	0.007313062475
251	0.007208965866
252	0.00720706212
253	0.00719397613
254	0.007185143486
255	0.00718371809
256	0.007182418473
257	0.007154788605
258	0.007085579963
259	0.007084025382
260	0.007047728505
261	0.0070464121
262	0.007018915645
263	0.00696533149
264	0.006927481071
265	0.006851084364
266	0.006839772647
267	0.006828959147
268	0.006827547783
269	0.006796376342
270	0.006756997295
271	0.006708295491
272	0.006639891501
273	0.006638162267
274	0.006636499438
275	0.006603733883
276	0.006600608863
277	0.006599369104
278	0.006598153236
279	0.006597010656
280	0.006595834395
281	0.006594840641
282	0.006563027418
283	0.006492016928
284	0.00643829262
285	0.006437242181
286	0.006348798953
287	0.00628459018
288	0.006247996124
289	0.006246624931
290	0.00618136213
291	0.006151239071
292	0.006077532082
293	0.006046360323
294	0.006044650755
295	0.00601797277
296	0.005984434341
297	0.005958495355
298	0.005920405261
299	0.005918682559
300	0.005917202902
301	0.005915939264
302	0.00591468959
303	0.005886789706
304	0.005885788737
305	0.005875009367
306	0.005874037455
307	0.00580999384
308	0.005764563617
309	0.005733594927
310	0.005679510594
311	0.005672251659
312	0.005655308024
313	0.005647888018
314	0.005579055345
315	0.00556545298
316	0.005549447321
317	0.005548034169
318	0.005523794003
319	0.005522495429
320	0.005478887896
321	0.005477724633
322	0.005453873836
323	0.005415822139
324	0.005407840987
325	0.005366487804
326	0.005354053178
327	0.005347649623
328	0.005310184627
329	0.005308977588
330	0.005255949508
331	0.005254648491
332	0.005253453411
333	0.005205236646
334	0.005203433044
335	0.005147043309
336	0.005126138284
337	0.005124746525
338	0.005123521468
339	0.005096321704
340	0.005064207764
341	0.005023798645
342	0.004991941723
343	0.004985552287
344	0.004938817346
345	0.004898402789
346	0.004893913178
347	0.004876492361
348	0.004815343166
349	0.004811164957
350	0.004804019694
351	0.004748250925
352	0.004728246477
353	0.004698479779
354	0.004697169805
355	0.004691655728
356	0.004660603398
357	0.004654067943
358	0.004652933121
359	0.004651966892
360	0.004637758621
361	0.004636835015
362	0.004585970048
363	0.004585148125
364	0.004584398639
365	0.004571470832
366	0.00457071775
367	0.004556922033
368	0.004531336503
369	0.004500492552
370	0.00448118781
371	0.004449170807
372	0.00441206817
373	0.004396050362
374	0.004394836079
375	0.004387016077
376	0.004351781105
377	0.004346749972
378	0.004313879115
379	0.004306208596
380	0.004275741785
381	0.004272838787
382	0.004271572546
383	0.00424489672
384	0.004198144175
385	0.004181695916
386	0.004180525719
387	0.004150341847
388	0.004100345282
389	0.004087872719
390	0.004078092069
391	0.004076954682
392	0.004057486594
393	0.004051833217
394	0.004050868073
395	0.004049964785
396	0.004034049587
397	0.004033161841
398	0.004032421815
399	0.004017154069
400	0.00401644619
401	0.004015811703
402	0.004014568296
403	0.004014029308
404	0.004005232208
405	0.003997175972
406	0.003996659248
407	0.003996185404
408	0.003987882802
409	0.003947956598
410	0.003944668025
411	0.003911805131
412	0.003908777705
413	0.003908235858
414	0.003882888693
415	0.003882223126
416	0.00386966134
417	0.003842887039
418	0.003842337692
419	0.003822839051
420	0.003801232918
421	0.003800765703
422	0.003778002026
423	0.00377117256
424	0.003744153206
425	0.003729009497
426	0.003695464207
427	0.003661565342
428	0.003642498828
429	0.00360982628
430	0.003561910179
431	0.003535201971
432	0.003484998726
433	0.003463643469
434	0.003458350331
435	0.003457236478
436	0.003449824211
437	0.003448365318
438	0.003421167244
439	0.003414293787
440	0.003413383052
441	0.003412546775
442	0.003388547893
443	0.003387711491
444	0.003368240872
445	0.00335089309
446	0.003348183332
447	0.003325535887
448	0.003291300276
449	0.003261486192
450	0.003260518544
451	0.003249509341
452	0.003211446272
453	0.00321048527
454	0.003194064378
455	0.003193257275
456	0.00318068283
457	0.003179903682
458	0.003174642811
459	0.003169977387
460	0.003169344852
